0,6,N23,N29,N72,N86,N73,N30,3,0.7498661875724792,0.9085106402635574,1.0
0,6,N23,N29,N72,N86,N40,N30,3,0.7376439571380615,0.9120567366480827,1.0
0,6,N23,N65,N72,N86,N40,N30,3,0.725005030632019,0.9156028404831886,1.0
1,6,N23,N14,N65,N72,N9,N30,3,0.7158106565475464,0.9156028404831886,1.0
1,6,N23,N17,N99,N72,N73,N30,3,0.7653661966323853,0.9085106402635574,1.0
1,6,N23,N17,N99,N72,N40,N30,3,0.7531439065933228,0.9120567366480827,1.0
2,6,N23,N17,N65,N86,N40,N30,3,0.7170050144195557,0.9156028404831886,1.0
2,6,N23,N17,N99,N72,N73,N30,3,0.7653661966323853,0.9085106402635574,1.0
2,6,N23,N17,N99,N72,N40,N30,3,0.7531439065933228,0.9120567366480827,1.0
3,6,N23,N17,N72,N65,N9,N30,3,0.7353106141090393,0.9156028404831886,1.0
3,6,N23,N17,N72,N29,N9,N30,3,0.7614495754241943,0.9120567366480827,1.0
3,6,N23,N17,N72,N29,N73,N30,3,0.7750051021575928,0.9085106402635574,1.0
4,6,N23,N17,N72,N29,N9,N30,3,0.7614495754241943,0.9120567366480827,1.0
4,6,N23,N17,N72,N65,N9,N30,3,0.7353106141090393,0.9156028404831886,1.0
5,6,N23,N17,N11,N72,N73,N99,3,0.7588661313056946,0.9085106402635574,1.0
5,6,N23,N17,N11,N72,N9,N99,3,0.7453106045722961,0.9120567366480827,1.0
5,6,N23,N17,N28,N72,N9,N99,3,0.746671736240387,0.9120567366480827,0.8666666666666667
5,6,N23,N17,N28,N72,N73,N99,3,0.7602272629737854,0.9085106402635574,0.9333333333333333
6,6,N23,N17,N72,N99,N73,N30,3,0.7573661804199219,0.9085106402635574,1.0
6,6,N23,N17,N72,N99,N9,N30,3,0.7438106536865234,0.9120567366480827,1.0
6,6,N23,N65,N72,N86,N40,N30,3,0.725005030632019,0.9156028404831886,1.0
7,6,N23,N29,N72,N86,N73,N30,3,0.7498661875724792,0.9085106402635574,1.0
7,6,N23,N29,N72,N86,N40,N30,3,0.7376439571380615,0.9120567366480827,1.0
7,6,N23,N65,N72,N86,N40,N30,3,0.725005030632019,0.9156028404831886,1.0
8,6,N23,N17,N61,N86,N65,N99,3,0.7258661389350891,0.9156028404831886,1.0
8,6,N23,N17,N72,N86,N40,N99,3,0.7553661465644836,0.9120567366480827,1.0
8,6,N23,N17,N72,N86,N73,N99,3,0.7675884366035461,0.9085106402635574,1.0
9,6,N23,N17,N72,N65,N9,N30,3,0.7353106141090393,0.9156028404831886,1.0
9,6,N23,N17,N72,N29,N73,N30,3,0.7750051021575928,0.9085106402635574,1.0
9,6,N23,N17,N72,N29,N9,N30,3,0.7614495754241943,0.9120567366480827,1.0
10,6,N23,N17,N72,N29,N73,N30,3,0.7750051021575928,0.9085106402635574,1.0
10,6,N23,N17,N72,N29,N9,N30,3,0.7614495754241943,0.9120567366480827,1.0
10,6,N23,N17,N72,N65,N9,N30,3,0.7353106141090393,0.9156028404831886,1.0
11,6,N23,N9,N28,N72,N86,N65,3,0.6803812980651855,0.9156028404831886,0.9333333333333333
11,6,N23,N46,N28,N72,N9,N65,3,0.7112979292869568,0.9120567366480827,0.9333333333333333
11,6,N23,N46,N11,N72,N9,N65,3,0.7099368572235107,0.9120567366480827,1.0
11,6,N23,N86,N11,N72,N9,N65,3,0.6790201663970947,0.9156028404831886,1.0
11,6,N23,N86,N28,N72,N9,N65,3,0.6803812980651855,0.9156028404831886,0.9333333333333333
12,6,N23,N17,N72,N86,N65,N30,3,0.7544495463371277,0.9156028404831886,1.0
13,6,N23,N29,N28,N72,N73,N30,3,0.7425050735473633,0.9085106402635574,1.0
13,6,N23,N65,N28,N72,N73,N30,3,0.7298661470413208,0.9120567366480827,1.0
13,6,N23,N65,N28,N72,N9,N30,3,0.7163106203079224,0.9156028404831886,0.9333333333333333
13,6,N23,N65,N61,N72,N40,N30,3,0.7155606150627136,0.9156028404831886,1.0
14,6,N23,N17,N72,N86,N9,N65,3,0.7233812808990479,0.9156028404831886,1.0
14,6,N23,N17,N72,N86,N73,N99,3,0.7675884366035461,0.9085106402635574,1.0
14,6,N23,N17,N72,N86,N40,N99,3,0.7553661465644836,0.9120567366480827,1.0
15,6,N23,N17,N61,N72,N65,N30,3,0.7450050115585327,0.9156028404831886,1.0
16,6,N23,N14,N61,N29,N73,N30,3,0.7574217319488525,0.9085106402635574,1.0
16,6,N23,N17,N61,N29,N40,N30,3,0.7491995096206665,0.9120567366480827,1.0
16,6,N23,N17,N61,N65,N40,N30,3,0.7230606079101562,0.9156028404831886,1.0
17,6,N23,N65,N72,N86,N40,N30,3,0.725005030632019,0.9156028404831886,1.0
17,6,N23,N29,N72,N86,N40,N30,3,0.7376439571380615,0.9120567366480827,1.0
17,6,N23,N29,N72,N86,N73,N30,3,0.7498661875724792,0.9085106402635574,1.0
18,6,N23,N17,N72,N29,N73,N30,3,0.7750051021575928,0.9085106402635574,1.0
18,6,N23,N17,N72,N29,N9,N30,3,0.7614495754241943,0.9120567366480827,1.0
18,6,N23,N17,N72,N65,N9,N30,3,0.7353106141090393,0.9156028404831886,1.0
19,6,N23,N65,N72,N86,N40,N30,3,0.725005030632019,0.9156028404831886,1.0
19,6,N23,N29,N72,N86,N40,N30,3,0.7376439571380615,0.9120567366480827,1.0
19,6,N23,N29,N72,N86,N73,N30,3,0.7498661875724792,0.9085106402635574,1.0
